#CHR	START	STOP	NAME	TYPE	015abfd3-b82c-4b5d-8e97-e9dc868ea7e9/186b83bd-ec3f-42b4-ba91-d86c9618d5e3.FPKM.txt.gz	11143692-2466-49e7-beeb-32f8b4cf5c50/60be1c92-8f57-45b0-adc8-eb2f2d0e3805.FPKM.txt.gz	0a299310-bd1c-4393-9b3f-4e397c8d90ac/dc724482-dc82-41e0-9f01-3451e5be2ae8.FPKM.txt.gz	052bb42e-4e27-4236-90e8-a892e4d5b1d4/10d037c2-a3bf-46cf-9e27-0584733f6794.FPKM.txt.gz	01fd8c86-0fb1-4fe6-b0c0-a1c8bcc1e616/68acaa5e-6a27-499f-925d-710af9d30710.FPKM.txt.gz	051db44c-1f20-4100-a3be-e077754854b8/90af0faf-3e8c-4741-bf49-f87a5b21d54c.FPKM.txt.gz	0af09c09-7128-47b4-b060-1453a3e53bc1/a5869c6f-c024-4eaa-9379-eabe99b45e70.FPKM.txt.gz	07bbc2e0-c3be-41fd-b6e1-07c0f42bef31/6363e940-3a9d-49f3-adb0-e084be80d95d.FPKM.txt.gz	116cebc0-53b8-442e-841d-a8406f28eb7a/3ce57f19-ef4b-4bb9-8530-eb0752975f4b.FPKM.txt.gz	10a0510b-6e4f-45dd-ba76-09d144dcde48/f9ea29ab-6953-4646-b367-cff2483b9f46.FPKM.txt.gz	03418695-e200-4957-9453-e34acffe3c67/e4de8f87-b9c8-4021-b29a-b7d128ff64a3.FPKM.txt.gz	05414076-3295-49a9-a520-915540c653a5/0933e6f7-e2ac-4dc0-b34e-4a45109a28b7.FPKM.txt.gz	06dbc523-8c42-4cac-9e51-b956657ad143/3107533c-054e-463c-b2bc-73ba71ed133a.FPKM.txt.gz	085a3bcb-dd79-4df9-9c1c-df0472c36284/3799992f-2a2b-4a7b-8c21-f493764f4ce8.FPKM.txt.gz	0e1faad5-a63e-4a6e-bc6c-8e28eb4f152d/b0937926-a768-41bd-80bc-68d4e5743f8c.FPKM.txt.gz	04c48702-a9ec-4c1e-99ba-805adc04c93b/3b1e8e56-f2a3-4a3f-8f99-ba8a8f33152c.FPKM.txt.gz	0d8e0de7-ddfa-42eb-9ddf-a369540c39ed/524d2e99-0526-426f-873d-ea65e27b18a0.FPKM.txt.gz	0aaf1076-c99d-408e-9220-dc307355b84e/a55e6cad-f959-47f9-a525-d429099c7e99.FPKM.txt.gz	062b40e1-2f4e-466d-a85c-d5c721bec650/e879390d-b662-4121-8137-e35bf208edac.FPKM.txt.gz	0a5d1b6d-381b-4dfa-ac4e-af4f7152791b/c07dbc2a-b197-4b5a-a1a7-8acbaea7441e.FPKM.txt.gz	00c464e4-0169-41f8-a028-b847a78b1637/cf792f7f-a3ee-4544-b029-8c4e4da4f973.FPKM.txt.gz	02145fba-e5e7-41c3-a671-1e371aac8498/c8fb3217-2cc9-47c0-84b6-b666c07624e6.FPKM.txt.gz	0ff2e2d1-430f-4171-a8a0-222bc22c9c9c/8238188f-fb01-4f30-9f3f-6bec98625c63.FPKM.txt.gz	05284daa-4c27-4022-81c9-f83f3ffdb70c/508976fe-e7a9-4743-a098-2fb0cbe32f8d.FPKM.txt.gz	0d2fe5ba-b4a4-41ea-9e75-2373dd97abf5/485f059b-e143-40b6-b4d2-96bb7497558f.FPKM.txt.gz	006af4ef-77ce-4652-8f61-9c475caa9b89/022cbd07-3e20-4144-b2ab-8c76adffae73.FPKM.txt.gz	0f893b0a-16b6-4612-b739-e27f3a837dac/df692bf8-d523-4528-aa0c-a0549373adee.FPKM.txt.gz	07843184-7fee-4cd3-a7c9-0e315fbb0183/e4d01f10-116a-4936-a24b-dda4e6c53397.FPKM.txt.gz	01849baf-6dfb-4dd6-a207-d29e2bcc95d9/ce786209-c77d-47e0-95a6-20c036bed8b3.FPKM.txt.gz	0d443140-d0b1-4302-81cd-d3ca240f2004/5dbb0cb6-18b4-411e-bfd2-e0f6549dc78f.FPKM.txt.gz	0d2bac05-71d5-4c0a-9636-8fa6c39f76f2/39a4a8d9-029d-46bb-8d3e-6edd0d4d1191.FPKM.txt.gz	06c7212f-ce42-4f2e-affd-2576b724ccfc/b32ed1d3-c9f1-42c7-ad2a-32794591a839.FPKM.txt.gz	006f506a-aa69-4629-8af2-d11555eb49c9/85ac083c-dbb9-4541-8b75-d73ab216f54c.FPKM.txt.gz	0610198f-6d5a-43fb-9a91-48746aceb876/6188f79f-599d-45ff-802f-d1ee94b97b22.FPKM.txt.gz	0de55b27-1a00-4df7-9409-52be8b7d6f8b/b1f9bae8-7483-41ba-aab7-7a051850df23.FPKM.txt.gz	1389d3ab-0d46-4500-9194-e7db3a9f7923/05d2b1e9-22a4-4369-b622-63846d672875.FPKM.txt.gz	096e538f-8902-4343-b78f-16b4d737e89c/a7d6c6ab-c4c7-4d51-8aa6-5adb24f71754.FPKM.txt.gz	12dc3992-3bda-41eb-9a83-fbca93d2a942/c1ed5a99-73d9-443d-a32e-222705cb6a3a.FPKM.txt.gz	10b6df33-8f32-4ed9-b1b1-8867be485a2f/6e98ba8f-e00d-470c-832f-adc3dc6956a6.FPKM.txt.gz	09d93428-e1ad-4a00-a849-689a05db66fd/8dcf8486-6c13-4623-90c9-2c9f65f58fc8.FPKM.txt.gz	08623239-fbc4-4b18-936e-898c30b5beba/82bbc554-6c00-4a55-9295-a36ad9e648c3.FPKM.txt.gz	07b6829b-4da3-4294-b9a9-e03acea85e76/372ab2b4-31f7-4e79-962e-ce2b4a385c12.FPKM.txt.gz	114ee5ba-5efa-4381-aebe-41b90eeccd81/780ab54f-9100-447b-ba9e-75480e7be3d9.FPKM.txt.gz	139c706f-d38b-4eba-bed9-703f0d0dfb8f/62bb3d7c-bcfc-4475-b21a-c5f76e90c06a.FPKM.txt.gz	0e51d887-100b-4a8b-bc32-34bb48cf9ae8/d4a55f22-e655-4c8a-bb7f-a1a35eb5e43f.FPKM.txt.gz	0394f36a-f54b-41bc-9fb5-f7eb5b08d639/e9205c80-39e9-446d-8151-f493e43228c4.FPKM.txt.gz	049c9590-0edd-4934-93b6-34a8b9f6acdb/4ea3866e-01a6-490c-84a5-546c142ebcb5.FPKM.txt.gz	0f993efd-6fd6-4294-a4ed-0b7690b75899/7f73a1b0-8b36-425c-90d6-c1daf18e4a18.FPKM.txt.gz
chr1	11869	14409	DDX11L1	transcribed_unprocessed_pseudogene	0.02435203	0	0	0	0	0	0.008184901	0	0	0	0	0	0	0	0	0	0	0.03523062	0	0	0	0	0.009419847	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0134398	0	0	0	0	0	0	0	0	0	0	0
chr1	14404	29570	WASH7P	unprocessed_pseudogene	2.689539	1.062242	0.3433863	1.165051	0.448646	1.295684	0.9355081	0.8971811	0.5042522	0.2565634	0.4200441	0.325749	0.5282413	0.1720901	0.5659235	0.1978237	0.5724619	0.9501315	0.2121422	0.5488382	0.3801991	1.43001	0.423405	0.5057193	0.3954873	0.1018267	0.329254	0.3326814	0.3293539	2.528151	0.850899	5.019528	0.2690321	1.065898	0.5129506	4.027031	3.089513	1.826467	0.2459652	2.090134	0.4474824	0	0.4471822	0.06753554	0.540483	1.807244	1.435163	1.038214
chr1	17369	17436	MIR6859-1	miRNA	0.621335	1.777199	0.2842616	0.4924854	0	0.93608	1.044177	0.4951355	0	0	0	0.4622761	0	0	0	0	0	0.4494495	0.3242129	0.3760042	0	0.5197122	0	0	0.6044155	0	0	0	0.344394	0.9848708	1.690536	3.875371	1.069007	0.4235375	0	5.508722	0.3429126	1.058389	0.3054219	0.5003138	1.546161	0	0.1615356	0	0	0.3122233	0	0.5810387
chr1	29554	31109	MIR1302-2HG	lincRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04315969	0
chr1	34554	36081	FAM138A	lincRNA	0	0	0	0	0	0	0	0.0276203551371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	52473	53312	AL627309.6	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	57598	64116	OR4G11P	transcribed_unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	65419	71585	OR4F5	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	89295	133723	AL627309.1	lincRNA	0.0566972310944	0.0040542656531	0.0051878124125	0	0	0.0683343447603	0.00762254601189	0.00903628902633	0	0	0.00461523130676	0	0	0	0	0	0.00432432031588	0	0	0	0	0.00316160570551	0	0	0	0.00615350936414	0.106816638888	0	0.0062852369722	0.0059913415673	0	0.04243562412	0	0.0463777001167	0	0	0	0.0193157340333	0.0111479812442	0.00913079413104	0.00705440916084	0.0770467768295	0.00294804641695	0	0.00653240746113	0.00569811739163	0	0
chr1	89551	91105	AL627309.3	lincRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	131025	134836	CICP27	processed_pseudogene	0.07758537	0.0277396	0.005070774	0.01757031	0.03180067	0.05844361	0.01862645	0	0	0.04546395	0.02255555	0.008246269	0.02552898	0.01524749	0.02005673	0	0.01268029	0.01603492	0	0.01341463	0.02887398	0.009270836	0.008574729	0.05974351	0.07547266	0	0.01228316	0.02947617	0.01843032	0.05270557	0.06031294	0.09217392	0.01906938	0.2191018	0.03895572	0.07019059	0.03670208	0.04045707	0.02179296	0.0089248	0.04826682	0.03012343	0.02017076	0.004787015	0.006385034	0.07240436	0	0.005182402
chr1	135141	135895	AL627309.7	processed_pseudogene	16.90031	6.402625	1.356926	5.588894	0.7626684	4.510542	6.865289	1.382445	0.5865021	1.639627	2.300439	0.7494384	1.804544	0.1283078	1.822798	0.1769933	0.9603428	1.659689	0.08760189	0.6773057	1.457849	1.575887	2.46775	3.506627	3.266245	0.2733136	2.387683	2.331597	2.171279	10.08264	4.060272	10.12216	1.299799	19.37838	4.786067	18.97182	8.524217	4.507514	1.98059	0.360491	8.146525	0.1520934	2.735194	0.1208484	2.385618	11.13583	0.2334625	2.276441
chr1	137682	137965	AL627309.8	processed_pseudogene	26.3323502121	9.68072984461	2.04187912489	8.84392819643	2.24093915405	5.71536188267	7.45042140776	1.4226427991	0.119937445407	3.31273957502	3.93578475417	0.6641150187	2.85552973543	0.818639880834	2.0190914117	0.213876326191	2.26935457704	1.93706396779	0.621027453119	2.07067124768	1.033498828	3.152432596	3.10755432525	3.40811468016	4.92045291901	0.645858475796	4.86369697461	2.76951433244	2.72119777334	12.4195447584	5.53194232631	17.692069149	3.19949287598	26.7723439012	5.83887678866	37.622616006	12.3979809558	9.15921404782	3.65645934118	0.598967234723	6.94138957745	2.42599682085	5.14411262778	0.0642538835305	2.48539702748	19.5117584145	0.155162114581	2.78243906423
chr1	139790	140339	AL627309.2	antisense_RNA	0.3924221	0.0935368	0	0	0.1876535	0.09853474	0	0	0	0	0	0	0	0	0	0	0.04988365	0	0.06825534	0	0	0	0	0.08813555	0.1272454	0	0	0.1159578	0	0.2073412	0	0.4351294	0.1125271	0.2674974	0.03831249	0.7179287	0.2165764	0.2228187	0	0.2106584	0.1627537	0.5332687	0.0340075	0	0	0.1314624	0	0.3669718
chr1	141474	173862	AL627309.5	processed_transcript	0.1398129	0.09509953	0.05928426	0.086493	0.05870418	0.09247473	0.06418442	0.04891411	0.005498343	0.09191969	0.08049947	0.02537109	0.03665403	0.01876463	0.02468322	0.007843858	0.05461836	0.004933425	0.02491127	0.09079941	0.02961195	0.009507783	0.07650679	0.04595284	0.07297866	0.01850523	0.07558255	0.07255087	0.01134082	0.05405264	0.1484506	0.09358442	0.05280325	0.08833099	0.07990271	0.2245918	0.09786432	0.08796109	0.07710732	0.02745871	0.05515762	0.055608	0.05319332	0.005891236	0.02553808	0.07197012	0.07824479	0.04464478
